                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                 1.4085,                0.74582,                 1.2127,                 0.8604,                 0.7019,                0.81945,                0.39697,                 1.7337,                 0.7447,                 1.4128,              0.0070696,              0.0070696,              0.0070696
                    150,                 1.4106,                 0.7427,                 1.2148,                0.82871,                0.72209,                 0.8129,                0.39765,                  1.727,                0.74345,                 1.4106,              0.0070498,              0.0070498,              0.0070498
                    151,                 1.4087,                0.74542,                  1.214,                0.80974,                0.74237,                0.79461,                0.38978,                 1.7302,                0.74445,                 1.4121,                0.00703,                0.00703,                0.00703
                    152,                 1.4027,                0.74157,                  1.208,                0.80509,                0.75284,                0.79864,                0.39057,                 1.7285,                0.74281,                  1.412,              0.0070102,              0.0070102,              0.0070102
                    153,                 1.3996,                0.73643,                  1.206,                 0.8474,                0.72204,                0.79073,                0.39044,                 1.7298,                0.74042,                 1.4125,              0.0069904,              0.0069904,              0.0069904
                    154,                 1.3999,                 0.7336,                 1.2056,                0.83138,                0.74204,                0.79255,                0.39087,                 1.7287,                0.74436,                 1.4125,              0.0069706,              0.0069706,              0.0069706
                    155,                 1.4027,                0.73905,                 1.2044,                0.83595,                0.73254,                0.79983,                0.39225,                 1.7278,                0.74259,                 1.4112,              0.0069508,              0.0069508,              0.0069508
                    156,                 1.3986,                0.74099,                 1.2014,                0.83063,                0.73195,                0.80394,                0.40142,                 1.7253,                0.74051,                 1.4095,               0.006931,               0.006931,               0.006931
                    157,                 1.4048,                0.73528,                 1.2053,                 0.8296,                0.72931,                0.80155,                0.40271,                 1.7239,                0.73865,                 1.4089,              0.0069112,              0.0069112,              0.0069112
                    158,                 1.3911,                0.73141,                 1.2035,                0.82856,                0.73454,                0.80068,                0.39819,                 1.7272,                0.73756,                 1.4087,              0.0068914,              0.0068914,              0.0068914
                    159,                 1.3953,                 0.7326,                  1.202,                0.84243,                0.72333,                0.79839,                0.39861,                 1.7357,                 0.7392,                 1.4125,              0.0068716,              0.0068716,              0.0068716
                    160,                 1.3971,                 0.7345,                 1.2041,                0.82938,                0.73236,                0.79744,                0.39983,                 1.7368,                 0.7391,                  1.413,              0.0068518,              0.0068518,              0.0068518
                    161,                 1.3886,                0.73097,                 1.2014,                0.83287,                0.73579,                0.80264,                0.39954,                 1.7386,                0.73959,                 1.4156,               0.006832,               0.006832,               0.006832
                    162,                 1.3881,                0.73358,                 1.2014,                0.82707,                 0.7376,                0.79899,                0.39548,                 1.7404,                0.73937,                 1.4172,              0.0068122,              0.0068122,              0.0068122
                    163,                 1.3846,                0.72617,                 1.1996,                0.83474,                0.73507,                0.80218,                0.39715,                 1.7381,                0.73793,                 1.4144,              0.0067924,              0.0067924,              0.0067924
                    164,                 1.3843,                 0.7302,                 1.2021,                0.83297,                0.73216,                0.80238,                0.39992,                 1.7377,                0.73814,                 1.4152,              0.0067726,              0.0067726,              0.0067726
                    165,                 1.3918,                0.73018,                 1.1988,                0.83172,                0.73385,                0.80837,                0.40368,                 1.7387,                0.73836,                 1.4164,              0.0067528,              0.0067528,              0.0067528
                    166,                 1.3798,                0.72489,                 1.1924,                0.83311,                0.73031,                0.81144,                0.40938,                 1.7377,                0.73704,                 1.4173,               0.006733,               0.006733,               0.006733
                    167,                 1.3834,                0.72143,                 1.1935,                0.84215,                0.71838,                0.80987,                0.41123,                 1.7393,                0.73899,                 1.4179,              0.0067132,              0.0067132,              0.0067132
                    168,                 1.3815,                0.72002,                  1.198,                0.84486,                0.71858,                0.81164,                  0.411,                 1.7389,                0.73861,                 1.4175,              0.0066934,              0.0066934,              0.0066934
                    169,                 1.3853,                0.72152,                  1.191,                0.84564,                0.72115,                0.82056,                0.41255,                 1.7406,                0.73928,                 1.4183,              0.0066736,              0.0066736,              0.0066736
                    170,                 1.3728,                0.72199,                 1.1889,                0.84186,                0.71799,                0.82005,                0.40788,                 1.7426,                0.73744,                  1.421,              0.0066538,              0.0066538,              0.0066538
                    171,                 1.3879,                0.72388,                 1.1947,                0.84656,                0.72393,                0.81989,                0.41286,                 1.7415,                0.73652,                 1.4197,               0.006634,               0.006634,               0.006634
                    172,                 1.3848,                 0.7218,                 1.1889,                0.83367,                0.73256,                0.81984,                0.41122,                 1.7428,                0.73803,                 1.4206,              0.0066142,              0.0066142,              0.0066142
                    173,                 1.3785,                  0.717,                 1.1887,                0.84314,                 0.7269,                0.81708,                0.40526,                 1.7401,                0.73813,                 1.4197,              0.0065944,              0.0065944,              0.0065944
                    174,                 1.3779,                0.72307,                 1.1896,                0.84411,                0.72708,                0.81695,                0.40279,                 1.7409,                0.73813,                 1.4214,              0.0065746,              0.0065746,              0.0065746
                    175,                 1.3643,                  0.714,                 1.1821,                0.84656,                0.73084,                0.81948,                0.39718,                 1.7399,                0.73866,                 1.4217,              0.0065548,              0.0065548,              0.0065548
                    176,                 1.3635,                0.71422,                 1.1843,                0.84701,                0.73245,                0.81079,                0.39439,                 1.7389,                0.73876,                 1.4216,               0.006535,               0.006535,               0.006535
                    177,                   1.37,                0.71375,                 1.1833,                0.84808,                0.73185,                0.81021,                0.39467,                 1.7376,                0.73827,                   1.42,              0.0065152,              0.0065152,              0.0065152
                    178,                 1.3717,                0.71189,                 1.1845,                0.83352,                0.73809,                0.81063,                0.40224,                 1.7361,                0.73775,                 1.4204,              0.0064954,              0.0064954,              0.0064954
                    179,                 1.3688,                0.71438,                 1.1855,                0.83597,                 0.7355,                0.80875,                0.38997,                  1.737,                0.73702,                 1.4199,              0.0064756,              0.0064756,              0.0064756
                    180,                  1.371,                0.71337,                 1.1868,                0.83975,                0.73554,                0.81207,                0.39621,                 1.7368,                0.73858,                 1.4203,              0.0064558,              0.0064558,              0.0064558
                    181,                 1.3641,                0.71463,                 1.1859,                 0.8438,                0.73515,                0.81082,                0.39456,                 1.7371,                0.73893,                 1.4215,               0.006436,               0.006436,               0.006436
                    182,                 1.3683,                0.71383,                 1.1826,                0.83897,                0.73398,                 0.8116,                0.39815,                 1.7366,                0.73837,                 1.4215,              0.0064162,              0.0064162,              0.0064162
                    183,                 1.3641,                0.71428,                 1.1784,                0.84449,                0.73872,                  0.814,                0.40015,                 1.7364,                0.73598,                 1.4219,              0.0063964,              0.0063964,              0.0063964
                    184,                 1.3644,                 0.7105,                 1.1829,                0.84104,                0.73507,                0.81216,                0.39524,                 1.7375,                0.73616,                 1.4217,              0.0063766,              0.0063766,              0.0063766
                    185,                 1.3582,                0.70373,                 1.1766,                0.84302,                0.73553,                0.81243,                  0.394,                 1.7356,                0.73438,                 1.4196,              0.0063568,              0.0063568,              0.0063568
                    186,                 1.3627,                0.70777,                  1.183,                0.84679,                0.73522,                0.81318,                0.39037,                  1.739,                0.73572,                 1.4221,               0.006337,               0.006337,               0.006337
                    187,                  1.358,                0.70352,                 1.1786,                0.84689,                0.73622,                0.81383,                0.39544,                 1.7409,                0.73623,                 1.4229,              0.0063172,              0.0063172,              0.0063172
                    188,                 1.3625,                 0.7114,                 1.1798,                0.84925,                 0.7351,                0.81493,                0.39581,                 1.7411,                0.73748,                 1.4233,              0.0062974,              0.0062974,              0.0062974
                    189,                 1.3567,                0.70679,                 1.1797,                0.81962,                0.75454,                0.81096,                0.39403,                 1.7411,                0.73495,                 1.4226,              0.0062776,              0.0062776,              0.0062776
                    190,                 1.3578,                0.70355,                 1.1774,                0.82233,                0.74787,                0.81137,                0.39126,                  1.742,                 0.7352,                  1.423,              0.0062578,              0.0062578,              0.0062578
                    191,                 1.3533,                0.70345,                 1.1739,                0.81767,                0.75498,                0.81203,                0.39386,                 1.7412,                0.73628,                 1.4225,               0.006238,               0.006238,               0.006238
                    192,                 1.3562,                0.70449,                 1.1748,                0.81824,                0.75094,                0.81068,                0.39178,                 1.7416,                0.73599,                 1.4226,              0.0062182,              0.0062182,              0.0062182
                    193,                 1.3559,                0.70618,                 1.1758,                0.82021,                0.75116,                0.81174,                0.39248,                 1.7396,                0.73687,                 1.4221,              0.0061984,              0.0061984,              0.0061984
                    194,                 1.3548,                0.70175,                 1.1696,                0.82288,                0.74242,                0.81212,                0.39245,                 1.7391,                0.73613,                 1.4201,              0.0061786,              0.0061786,              0.0061786
                    195,                 1.3566,                0.70195,                 1.1742,                0.81004,                0.74857,                0.81133,                0.39115,                 1.7411,                0.73748,                 1.4222,              0.0061588,              0.0061588,              0.0061588
                    196,                 1.3504,                 0.7011,                 1.1718,                0.85309,                0.71651,                0.81182,                  0.391,                 1.7405,                0.73581,                 1.4223,               0.006139,               0.006139,               0.006139
                    197,                 1.3554,                0.69807,                 1.1703,                0.86062,                0.71599,                 0.8119,                0.38997,                 1.7394,                0.73547,                 1.4215,              0.0061192,              0.0061192,              0.0061192
                    198,                 1.3499,                0.69858,                 1.1715,                0.85965,                 0.7183,                0.81164,                0.39061,                 1.7399,                0.73395,                 1.4212,              0.0060994,              0.0060994,              0.0060994
                    199,                 1.3555,                0.69987,                 1.1704,                0.85517,                0.71812,                0.80986,                0.39128,                 1.7397,                 0.7344,                 1.4215,              0.0060796,              0.0060796,              0.0060796
                    200,                 1.3407,                0.69378,                 1.1719,                0.85851,                0.71863,                0.81164,                0.39427,                  1.739,                0.73638,                 1.4211,              0.0060598,              0.0060598,              0.0060598
                    201,                 1.3486,                0.69813,                 1.1692,                0.85338,                0.72251,                0.81253,                 0.3962,                 1.7385,                0.73706,                 1.4214,                0.00604,                0.00604,                0.00604
                    202,                 1.3429,                0.69281,                 1.1633,                 0.8542,                0.71987,                0.82359,                0.40048,                 1.7386,                 0.7351,                 1.4206,              0.0060202,              0.0060202,              0.0060202
                    203,                 1.3381,                0.69312,                 1.1652,                0.85844,                0.71415,                0.82192,                 0.3979,                 1.7387,                0.73501,                 1.4214,              0.0060004,              0.0060004,              0.0060004
                    204,                 1.3417,                0.69772,                 1.1678,                0.85425,                0.71663,                0.82214,                0.40018,                 1.7391,                0.73494,                 1.4213,              0.0059806,              0.0059806,              0.0059806
                    205,                 1.3439,                0.69262,                 1.1653,                0.85629,                0.71396,                0.81997,                0.39907,                 1.7394,                0.73583,                 1.4205,              0.0059608,              0.0059608,              0.0059608
                    206,                 1.3411,                0.69223,                 1.1628,                0.85601,                0.71461,                 0.8197,                0.39814,                 1.7415,                 0.7346,                 1.4231,               0.005941,               0.005941,               0.005941
                    207,                  1.348,                0.69806,                 1.1688,                 0.8556,                0.71318,                0.82044,                0.39902,                 1.7404,                0.73544,                 1.4225,              0.0059212,              0.0059212,              0.0059212
                    208,                 1.3392,                0.69193,                 1.1636,                0.85739,                0.71498,                0.82072,                0.39785,                 1.7402,                0.73591,                 1.4224,              0.0059014,              0.0059014,              0.0059014
                    209,                 1.3399,                0.69306,                 1.1632,                0.85957,                0.71217,                0.81989,                0.39817,                 1.7394,                0.73799,                 1.4212,              0.0058816,              0.0058816,              0.0058816
                    210,                 1.3386,                 0.6878,                 1.1594,                 0.8572,                0.71364,                0.81953,                0.39735,                 1.7399,                0.73737,                 1.4225,              0.0058618,              0.0058618,              0.0058618
                    211,                 1.3305,                 0.6875,                 1.1583,                0.84798,                 0.7192,                0.81951,                0.39329,                 1.7411,                 0.7381,                  1.422,               0.005842,               0.005842,               0.005842
                    212,                 1.3302,                0.68724,                 1.1649,                0.84655,                0.72153,                   0.82,                0.39346,                 1.7408,                0.73743,                  1.422,              0.0058222,              0.0058222,              0.0058222
                    213,                 1.3376,                 0.6871,                 1.1653,                0.84743,                0.72208,                0.82008,                0.39331,                 1.7407,                0.73779,                 1.4214,              0.0058024,              0.0058024,              0.0058024
                    214,                  1.336,                0.68752,                 1.1583,                0.84895,                0.72192,                0.81939,                0.39664,                  1.741,                0.73814,                 1.4219,              0.0057826,              0.0057826,              0.0057826
                    215,                 1.3402,                0.69527,                  1.165,                 0.8507,                0.71899,                0.81912,                0.39561,                 1.7409,                0.73701,                 1.4215,              0.0057628,              0.0057628,              0.0057628
                    216,                 1.3395,                0.68684,                 1.1585,                0.84666,                0.71991,                0.81881,                0.39576,                 1.7418,                0.73654,                 1.4216,               0.005743,               0.005743,               0.005743
                    217,                 1.3378,                0.68922,                 1.1623,                0.84983,                0.71878,                0.81884,                0.39206,                 1.7421,                0.73722,                 1.4221,              0.0057232,              0.0057232,              0.0057232
                    218,                 1.3305,                0.68945,                 1.1564,                 0.8524,                0.71854,                0.81939,                0.39411,                   1.74,                0.73679,                 1.4189,              0.0057034,              0.0057034,              0.0057034
                    219,                 1.3406,                 0.6903,                 1.1607,                0.85299,                0.71972,                 0.8203,                0.39359,                 1.7393,                0.73682,                 1.4188,              0.0056836,              0.0056836,              0.0056836
                    220,                 1.3376,                0.68703,                 1.1544,                0.85661,                0.72133,                0.82034,                 0.3935,                  1.739,                0.73547,                 1.4178,              0.0056638,              0.0056638,              0.0056638
                    221,                 1.3235,                0.68464,                 1.1521,                0.85827,                0.72091,                0.81982,                0.39414,                 1.7393,                 0.7352,                 1.4182,               0.005644,               0.005644,               0.005644
                    222,                 1.3319,                0.68932,                  1.153,                 0.8581,                0.72114,                 0.8139,                0.39425,                 1.7405,                0.73513,                 1.4201,              0.0056242,              0.0056242,              0.0056242
                    223,                 1.3272,                0.69294,                 1.1526,                0.85794,                0.72098,                0.81331,                0.39326,                 1.7405,                0.73636,                 1.4197,              0.0056044,              0.0056044,              0.0056044
                    224,                 1.3371,                0.69588,                 1.1554,                0.86141,                0.71952,                0.81327,                0.39251,                 1.7417,                0.73518,                   1.42,              0.0055846,              0.0055846,              0.0055846
                    225,                 1.3299,                0.68578,                 1.1511,                0.85902,                0.72077,                0.81305,                0.39204,                 1.7421,                0.73477,                 1.4199,              0.0055648,              0.0055648,              0.0055648
                    226,                 1.3291,                0.68576,                 1.1477,                0.86152,                0.71964,                 0.8128,                0.39256,                 1.7422,                0.73415,                 1.4202,               0.005545,               0.005545,               0.005545
                    227,                 1.3297,                0.68739,                 1.1491,                0.86058,                0.72028,                0.81255,                0.39226,                  1.742,                0.73441,                 1.4203,              0.0055252,              0.0055252,              0.0055252
                    228,                 1.3326,                0.68525,                 1.1505,                   0.86,                0.72059,                0.81196,                0.39131,                 1.7435,                0.73462,                 1.4207,              0.0055054,              0.0055054,              0.0055054
                    229,                  1.327,                0.68937,                 1.1512,                0.85554,                0.71974,                0.81179,                0.39169,                 1.7432,                0.73449,                  1.421,              0.0054856,              0.0054856,              0.0054856
                    230,                 1.3295,                0.68561,                  1.153,                0.85393,                0.72232,                 0.8105,                0.39066,                 1.7431,                0.73502,                 1.4211,              0.0054658,              0.0054658,              0.0054658
                    231,                 1.3234,                0.68097,                 1.1497,                 0.8579,                0.72093,                0.81144,                0.39084,                 1.7437,                 0.7349,                 1.4214,               0.005446,               0.005446,               0.005446
                    232,                 1.3181,                 0.6797,                  1.143,                0.85691,                0.72128,                0.81106,                 0.3907,                 1.7435,                0.73521,                 1.4212,              0.0054262,              0.0054262,              0.0054262
                    233,                 1.3214,                 0.6827,                 1.1394,                0.85596,                 0.7224,                0.81269,                 0.3931,                  1.745,                0.73551,                 1.4218,              0.0054064,              0.0054064,              0.0054064
                    234,                 1.3275,                0.68337,                 1.1443,                0.85452,                0.72413,                 0.8119,                0.39222,                 1.7454,                0.73585,                 1.4219,              0.0053866,              0.0053866,              0.0053866
                    235,                 1.3276,                0.68624,                 1.1413,                0.85099,                0.72855,                0.81144,                0.39253,                 1.7456,                0.73591,                  1.422,              0.0053668,              0.0053668,              0.0053668
                    236,                 1.3248,                0.68373,                 1.1449,                0.84527,                0.73378,                 0.8124,                0.39265,                 1.7464,                0.73581,                 1.4219,               0.005347,               0.005347,               0.005347
                    237,                 1.3137,                0.68081,                 1.1415,                0.83987,                0.73725,                0.81798,                0.39359,                 1.7477,                0.73657,                 1.4228,              0.0053272,              0.0053272,              0.0053272
                    238,                 1.3284,                0.68625,                 1.1454,                0.84394,                0.73584,                0.81239,                0.39161,                 1.7478,                0.73683,                 1.4225,              0.0053074,              0.0053074,              0.0053074
                    239,                  1.319,                0.68164,                 1.1376,                0.84235,                0.73555,                0.81832,                0.39398,                 1.7481,                0.73646,                 1.4227,              0.0052876,              0.0052876,              0.0052876
                    240,                 1.3197,                0.68064,                   1.14,                0.84664,                0.73671,                0.81306,                0.39424,                 1.7488,                0.73651,                 1.4224,              0.0052678,              0.0052678,              0.0052678
                    241,                 1.3171,                0.68096,                 1.1369,                0.84687,                 0.7368,                0.81273,                0.39364,                 1.7493,                0.73675,                  1.423,               0.005248,               0.005248,               0.005248
                    242,                 1.3147,                0.67407,                 1.1382,                0.84686,                0.73602,                0.81265,                 0.3931,                 1.7519,                0.73733,                 1.4246,              0.0052282,              0.0052282,              0.0052282
                    243,                 1.3186,                0.67828,                 1.1335,                 0.8614,                0.72743,                0.81148,                0.39255,                  1.752,                0.73793,                 1.4244,              0.0052084,              0.0052084,              0.0052084
                    244,                 1.3138,                0.67623,                 1.1338,                0.86242,                0.72594,                0.81126,                0.39268,                 1.7515,                0.73713,                  1.424,              0.0051886,              0.0051886,              0.0051886
                    245,                 1.3205,                0.68218,                 1.1406,                0.86228,                0.72535,                0.81107,                0.39618,                 1.7526,                 0.7372,                 1.4248,              0.0051688,              0.0051688,              0.0051688
                    246,                 1.3265,                0.68204,                 1.1377,                0.86119,                0.72549,                0.81086,                0.39905,                 1.7538,                0.73684,                 1.4249,               0.005149,               0.005149,               0.005149
                    247,                 1.3119,                0.67586,                 1.1309,                0.85373,                0.72848,                0.81032,                0.39939,                 1.7544,                 0.7373,                 1.4254,              0.0051292,              0.0051292,              0.0051292
                    248,                   1.32,                0.67666,                 1.1376,                0.85976,                0.72741,                0.81071,                0.39513,                 1.7556,                0.73745,                 1.4258,              0.0051094,              0.0051094,              0.0051094
                    249,                 1.3181,                0.67852,                 1.1377,                0.86075,                0.72668,                0.81109,                0.38491,                 1.7554,                0.73722,                 1.4258,              0.0050896,              0.0050896,              0.0050896
                    250,                  1.317,                0.67846,                 1.1332,                0.86159,                0.72528,                0.81087,                0.38425,                 1.7554,                0.73689,                 1.4254,              0.0050698,              0.0050698,              0.0050698
                    251,                 1.3108,                0.67636,                 1.1362,                0.86147,                0.72484,                0.81668,                0.38624,                 1.7557,                0.73547,                 1.4254,                0.00505,                0.00505,                0.00505
                    252,                 1.3163,                0.67576,                 1.1302,                 0.8614,                 0.7249,                 0.8167,                0.39081,                 1.7568,                0.73608,                 1.4253,              0.0050302,              0.0050302,              0.0050302
                    253,                 1.3065,                0.67399,                 1.1293,                 0.8576,                0.72886,                  0.817,                0.38624,                 1.7566,                0.73493,                 1.4248,              0.0050104,              0.0050104,              0.0050104
                    254,                 1.3105,                0.67787,                 1.1327,                0.85403,                0.72901,                0.81772,                0.38626,                  1.757,                0.73585,                 1.4245,              0.0049906,              0.0049906,              0.0049906
                    255,                 1.3053,                0.67375,                 1.1293,                 0.8618,                0.72504,                0.81097,                0.38493,                 1.7569,                0.73605,                 1.4244,              0.0049708,              0.0049708,              0.0049708
                    256,                 1.3162,                0.67447,                 1.1313,                0.85853,                0.73038,                0.81724,                0.38516,                 1.7574,                 0.7362,                 1.4244,               0.004951,               0.004951,               0.004951
                    257,                  1.305,                0.67641,                 1.1301,                0.85736,                0.73077,                0.81152,                0.38441,                 1.7564,                0.73656,                 1.4232,              0.0049312,              0.0049312,              0.0049312
                    258,                 1.3056,                0.67376,                 1.1273,                 0.8566,                0.73116,                0.81743,                0.38665,                 1.7558,                0.73618,                 1.4225,              0.0049114,              0.0049114,              0.0049114
                    259,                 1.3053,                0.67285,                 1.1281,                0.85569,                0.73123,                0.81656,                0.38645,                 1.7555,                0.73621,                 1.4224,              0.0048916,              0.0048916,              0.0048916
                    260,                 1.3053,                0.67656,                 1.1248,                0.85482,                0.73126,                0.79551,                0.38485,                 1.7557,                0.73673,                 1.4222,              0.0048718,              0.0048718,              0.0048718
                    261,                 1.3062,                 0.6701,                 1.1272,                0.85585,                0.73117,                0.80491,                0.39118,                 1.7556,                0.73654,                 1.4212,               0.004852,               0.004852,               0.004852
                    262,                 1.3032,                0.67075,                 1.1269,                0.85286,                0.73094,                0.80439,                0.38945,                 1.7556,                0.73681,                 1.4209,              0.0048322,              0.0048322,              0.0048322
                    263,                 1.2951,                0.66479,                 1.1227,                0.85245,                0.73143,                0.80518,                0.39012,                 1.7559,                0.73656,                  1.421,              0.0048124,              0.0048124,              0.0048124
                    264,                 1.3049,                0.67047,                 1.1246,                0.85258,                0.73093,                0.79494,                0.38301,                  1.757,                0.73702,                  1.421,              0.0047926,              0.0047926,              0.0047926
                    265,                 1.2969,                0.67308,                 1.1253,                0.85293,                0.73103,                0.80494,                0.38965,                  1.757,                0.73743,                  1.421,              0.0047728,              0.0047728,              0.0047728
                    266,                 1.2996,                0.67058,                 1.1258,                0.85308,                0.73091,                0.81668,                0.38998,                 1.7574,                0.73766,                 1.4212,               0.004753,               0.004753,               0.004753
                    267,                    1.3,                0.66863,                 1.1255,                0.85364,                0.73032,                0.81644,                0.39063,                 1.7566,                0.73744,                 1.4209,              0.0047332,              0.0047332,              0.0047332
                    268,                 1.2949,                0.66457,                 1.1219,                0.85394,                0.73033,                0.81645,                0.39076,                 1.7577,                0.73795,                  1.422,              0.0047134,              0.0047134,              0.0047134
                    269,                  1.291,                0.66784,                  1.119,                0.85357,                0.73059,                0.81635,                0.38477,                 1.7575,                 0.7374,                 1.4213,              0.0046936,              0.0046936,              0.0046936
                    270,                 1.2989,                0.66689,                 1.1252,                0.85318,                0.73057,                0.81643,                0.38469,                  1.757,                0.73802,                 1.4209,              0.0046738,              0.0046738,              0.0046738
                    271,                 1.2981,                0.66454,                 1.1182,                0.85215,                0.73067,                0.81649,                0.39035,                 1.7572,                0.73789,                 1.4212,               0.004654,               0.004654,               0.004654
